
0  5.0400  5.0400  5.0410  5.0410
0.04  5.1306  5.0900  5.2410  5.0910
0.08  5.2008  5.1200  5.3210  5.1210
0.12  5.3319  5.2700  5.4210  5.1710
0.16  5.4518  5.5500  6.0137  5.2610
0.20  5.5322  5.4900  6.5810  5.3310
0.24  5.5824  5.6000  6.6810  5.3310
0.28  5.6823  5.6551  6.7610  5.3610
0.32  5.8105  5.7200  7.5258  5.4610
0.36  6.0739  6.07800  8.0106  5.5510
0.40  6.1741  6.2200  8.3410  5.5910
